N1,N2,N3,N4,N5,Star1,Star2,Probability
6,19,28,32,43,2,6,0.000200
9,23,39,44,49,5,9,0.000200
26,30,36,41,48,2,9,0.000200
6,24,29,32,47,1,6,0.000200
6,15,38,39,49,9,12,0.000200
4,9,15,43,47,6,10,0.000200
2,4,11,15,43,10,11,0.000200
2,12,13,18,38,1,2,0.000200
5,8,14,22,45,5,7,0.000200
15,19,29,33,46,8,9,0.000200
17,24,45,46,50,4,9,0.000200
7,8,27,41,49,3,11,0.000200
2,9,13,23,44,2,8,0.000200
15,22,34,40,49,1,9,0.000200
13,25,38,40,45,6,9,0.000200
2,3,7,23,36,2,4,0.000200
12,26,36,45,48,5,11,0.000200
4,13,33,43,46,5,6,0.000200
6,10,12,17,49,3,11,0.000200
6,21,36,41,47,7,11,0.000200
14,16,42,43,46,1,3,0.000200
25,27,30,39,40,3,12,0.000200
2,22,32,34,45,2,5,0.000200
27,37,45,49,50,2,12,0.000200
3,6,14,23,49,4,7,0.000200
18,27,36,40,49,2,10,0.000200
15,25,27,44,50,2,5,0.000200
1,3,31,36,48,3,12,0.000200
8,10,27,37,43,7,8,0.000200
2,14,37,43,44,1,10,0.000200
5,7,8,15,24,3,4,0.000200
5,13,15,38,40,1,11,0.000200
2,16,25,41,46,1,12,0.000200
17,27,42,43,45,5,7,0.000200
25,33,40,42,48,5,8,0.000200
4,7,14,41,42,5,7,0.000200
6,13,29,30,43,8,12,0.000200
10,18,43,45,49,5,11,0.000200
2,18,30,31,42,3,7,0.000200
11,25,34,35,40,2,4,0.000200
5,24,39,48,49,5,10,0.000200
3,14,23,28,41,4,10,0.000200
14,15,17,23,44,3,5,0.000200
14,19,30,41,45,2,4,0.000200
14,34,42,47,50,4,12,0.000200
2,5,8,10,38,3,8,0.000200
13,17,18,19,31,6,9,0.000200
9,16,24,33,40,2,7,0.000200
20,25,26,29,44,3,4,0.000200
5,8,17,38,43,2,7,0.000200
32,33,38,39,46,8,10,0.000200
23,25,35,42,48,5,9,0.000200
15,16,28,35,49,3,4,0.000200
14,23,32,45,50,3,4,0.000200
2,22,33,36,39,1,5,0.000200
16,25,29,35,42,9,10,0.000200
6,8,33,34,47,2,8,0.000200
12,20,23,28,43,5,7,0.000200
5,29,35,38,40,1,4,0.000200
30,33,36,40,44,1,6,0.000200
5,7,30,43,50,9,10,0.000200
1,14,35,38,42,1,8,0.000200
2,27,30,34,43,5,9,0.000200
11,23,35,39,44,1,7,0.000200
13,17,20,28,50,3,6,0.000200
11,18,23,27,31,6,11,0.000200
2,6,26,35,45,1,3,0.000200
10,14,18,23,38,8,12,0.000200
17,29,40,41,48,5,6,0.000200
19,35,36,49,50,8,11,0.000200
1,7,12,33,44,2,10,0.000200
11,26,30,42,45,3,8,0.000200
1,19,23,24,36,1,4,0.000200
8,9,20,36,47,3,11,0.000200
10,12,14,25,36,2,5,0.000200
10,21,23,24,43,3,9,0.000200
5,10,22,25,26,6,12,0.000200
1,10,35,37,39,1,4,0.000200
2,11,13,20,27,2,10,0.000200
2,10,16,26,44,7,12,0.000200
5,9,12,17,33,1,6,0.000200
27,37,43,46,49,4,11,0.000200
8,17,26,40,48,7,12,0.000200
10,34,35,37,49,7,12,0.000200
1,26,32,33,44,3,5,0.000200
17,19,27,29,34,2,5,0.000200
22,26,30,38,48,11,12,0.000200
1,5,17,29,42,3,7,0.000200
8,15,19,28,30,8,9,0.000200
15,22,38,40,41,5,7,0.000200
6,9,22,42,47,3,5,0.000200
6,16,19,24,36,2,7,0.000200
1,10,29,43,44,2,3,0.000200
2,6,14,35,38,3,5,0.000200
9,18,26,33,39,6,9,0.000200
9,27,37,38,39,3,5,0.000200
5,6,19,24,30,6,7,0.000200
10,17,23,25,44,7,10,0.000200
2,25,29,37,38,6,8,0.000200
1,3,17,24,33,1,5,0.000200
11,19,31,39,40,9,11,0.000200
5,8,20,41,46,1,7,0.000200
3,15,19,23,33,4,8,0.000200
1,17,20,28,42,1,6,0.000200
1,11,19,37,43,5,8,0.000200
10,15,37,40,50,6,11,0.000200
2,28,33,42,45,4,5,0.000200
4,20,37,41,43,2,5,0.000200
15,20,23,42,47,4,7,0.000200
5,11,17,39,46,2,6,0.000200
8,21,23,35,43,2,3,0.000200
2,9,12,13,27,6,10,0.000200
8,10,25,33,35,4,5,0.000200
1,10,14,27,40,7,8,0.000200
11,19,27,34,41,5,7,0.000200
26,27,35,41,50,5,7,0.000200
19,21,27,31,32,4,5,0.000200
3,11,25,33,49,1,2,0.000200
8,21,29,45,46,1,3,0.000200
2,35,36,43,50,2,10,0.000200
16,18,23,40,50,6,9,0.000200
22,26,32,39,40,1,10,0.000200
5,13,17,20,36,2,8,0.000200
17,35,45,46,49,1,2,0.000200
6,12,13,29,36,3,9,0.000200
6,12,14,15,44,6,12,0.000200
21,27,34,44,50,3,9,0.000200
4,25,29,32,43,6,11,0.000200
11,13,25,48,49,1,11,0.000200
1,9,15,17,40,3,9,0.000200
3,28,33,43,44,5,10,0.000200
15,21,27,34,47,5,11,0.000200
30,32,36,42,46,2,9,0.000200
6,9,16,26,36,8,12,0.000200
3,19,26,28,45,8,10,0.000200
6,7,9,26,44,5,12,0.000200
10,28,30,34,42,2,3,0.000200
4,10,15,17,20,1,8,0.000200
9,15,17,40,44,10,12,0.000200
13,23,28,39,42,2,6,0.000200
3,15,18,19,36,3,10,0.000200
29,37,42,43,50,2,3,0.000200
3,20,38,47,49,3,5,0.000200
10,23,32,40,42,7,12,0.000200
22,24,29,30,32,3,4,0.000200
9,14,34,38,40,2,6,0.000200
9,28,29,34,38,2,3,0.000200
7,10,16,28,50,4,10,0.000200
14,17,23,26,47,1,2,0.000200
3,24,41,45,49,3,10,0.000200
10,14,34,41,46,2,11,0.000200
23,29,33,35,47,1,8,0.000200
4,18,23,30,40,2,4,0.000200
3,16,21,36,39,1,7,0.000200
4,12,13,27,48,3,8,0.000200
2,4,5,7,43,5,11,0.000200
12,18,19,36,41,2,8,0.000200
13,20,22,24,31,6,11,0.000200
3,17,20,22,24,3,4,0.000200
3,22,28,30,32,1,3,0.000200
1,5,17,18,50,4,9,0.000200
7,12,17,33,46,2,6,0.000200
2,7,26,35,50,3,11,0.000200
5,37,43,48,50,3,7,0.000200
12,15,27,31,32,6,9,0.000200
8,20,26,30,31,6,8,0.000200
4,6,17,27,49,5,12,0.000200
2,32,34,43,50,1,3,0.000200
6,14,26,34,46,4,9,0.000200
5,15,31,34,35,1,2,0.000200
13,14,17,20,50,2,4,0.000200
10,19,27,33,48,3,4,0.000200
17,20,27,31,32,3,9,0.000200
8,12,17,26,35,1,7,0.000200
7,8,31,35,46,3,6,0.000200
18,20,29,30,41,2,8,0.000200
1,20,25,28,35,6,7,0.000200
17,20,30,40,44,3,9,0.000200
13,14,25,28,37,3,10,0.000200
7,9,20,30,41,6,11,0.000200
7,14,15,36,43,6,7,0.000200
4,18,26,36,42,7,11,0.000200
29,30,41,48,49,7,9,0.000200
14,24,30,40,42,6,7,0.000200
7,12,25,29,43,3,11,0.000200
1,6,8,35,42,6,7,0.000200
22,31,32,35,43,5,11,0.000200
13,15,27,35,46,8,12,0.000200
23,28,33,38,46,3,11,0.000200
30,34,37,42,48,9,10,0.000200
5,25,26,36,49,6,7,0.000200
7,16,22,35,43,5,6,0.000200
2,7,14,32,38,4,5,0.000200
21,26,37,40,42,10,12,0.000200
15,19,30,31,47,6,9,0.000200
2,4,16,38,50,6,8,0.000200
10,20,22,23,44,3,6,0.000200
16,32,33,35,45,5,11,0.000200
10,24,25,37,48,2,4,0.000200
1,6,18,44,50,3,6,0.000200
24,39,47,48,50,4,5,0.000200
2,25,30,39,40,3,9,0.000200
9,15,19,29,45,4,6,0.000200
8,9,10,26,47,8,11,0.000200
2,19,23,38,49,5,6,0.000200
5,7,31,34,37,5,6,0.000200
9,25,26,33,43,1,7,0.000200
10,16,22,23,24,4,9,0.000200
5,26,31,36,47,8,9,0.000200
1,27,29,35,39,9,10,0.000200
11,14,32,33,40,2,11,0.000200
12,17,22,38,45,2,6,0.000200
11,13,15,30,41,1,6,0.000200
17,18,29,44,50,2,9,0.000200
1,31,37,42,44,3,6,0.000200
8,26,32,37,44,1,7,0.000200
2,5,23,25,44,3,12,0.000200
3,6,9,27,37,6,9,0.000200
11,24,25,41,50,2,12,0.000200
7,15,17,29,43,1,5,0.000200
7,11,29,39,44,3,12,0.000200
1,7,20,36,42,10,11,0.000200
4,12,29,36,47,7,10,0.000200
9,10,19,29,41,1,2,0.000200
9,19,24,26,39,2,3,0.000200
1,26,30,32,44,7,11,0.000200
11,13,16,48,50,3,8,0.000200
1,24,35,38,44,1,7,0.000200
23,24,26,40,50,7,10,0.000200
3,13,25,27,28,1,5,0.000200
4,8,13,14,33,7,8,0.000200
22,27,32,46,48,3,12,0.000200
21,32,40,42,49,9,10,0.000200
1,6,25,28,35,5,11,0.000200
10,15,18,28,50,11,12,0.000200
5,13,25,47,50,6,11,0.000200
7,8,14,16,35,2,8,0.000200
19,28,34,35,42,5,9,0.000200
15,16,17,23,27,2,4,0.000200
6,7,18,30,50,1,10,0.000200
11,18,21,39,44,7,8,0.000200
5,9,14,26,28,3,7,0.000200
12,24,30,35,41,3,7,0.000200
7,12,19,27,31,2,11,0.000200
12,16,19,26,34,3,10,0.000200
4,7,22,23,39,5,9,0.000200
2,16,30,40,50,2,9,0.000200
2,10,14,27,42,5,6,0.000200
10,11,17,29,42,9,11,0.000200
14,25,29,32,37,6,8,0.000200
26,39,40,41,47,6,7,0.000200
1,3,12,23,25,3,4,0.000200
36,44,47,49,50,4,7,0.000200
7,11,24,26,49,9,10,0.000200
5,15,19,23,48,5,12,0.000200
6,19,20,22,37,2,4,0.000200
2,15,26,35,37,2,11,0.000200
15,27,30,46,49,5,10,0.000200
16,17,19,33,45,2,3,0.000200
2,5,17,38,45,2,3,0.000200
9,11,15,34,44,1,4,0.000200
13,23,27,30,50,9,12,0.000200
3,12,17,18,33,4,7,0.000200
2,23,24,42,44,5,8,0.000200
3,10,11,27,29,2,11,0.000200
9,19,32,34,49,5,12,0.000200
16,23,45,47,48,1,4,0.000200
7,11,29,43,48,5,7,0.000200
3,6,34,35,46,1,9,0.000200
7,16,46,48,49,8,9,0.000200
9,19,25,37,41,2,3,0.000200
8,25,26,28,46,1,7,0.000200
1,12,32,40,49,3,6,0.000200
8,9,21,29,47,10,11,0.000200
15,16,30,41,46,5,9,0.000200
7,17,28,33,48,1,7,0.000200
13,15,38,41,46,5,7,0.000200
5,6,29,33,48,4,8,0.000200
7,8,32,42,49,4,8,0.000200
3,36,43,48,50,3,11,0.000200
8,15,27,28,37,1,10,0.000200
17,22,26,31,50,3,7,0.000200
9,10,14,33,35,4,8,0.000200
1,3,29,33,43,1,5,0.000200
10,42,46,49,50,6,7,0.000200
13,18,20,24,32,3,12,0.000200
11,17,37,43,45,1,2,0.000200
4,10,14,16,46,1,8,0.000200
5,12,16,34,39,7,12,0.000200
38,39,40,43,50,2,8,0.000200
3,9,27,36,50,2,4,0.000200
1,6,20,25,49,9,10,0.000200
4,10,12,21,23,2,12,0.000200
2,10,18,35,38,4,8,0.000200
17,20,26,39,44,5,11,0.000200
5,10,16,37,47,2,8,0.000200
11,24,37,39,46,1,7,0.000200
20,31,32,38,49,2,10,0.000200
4,15,44,48,50,3,5,0.000200
18,25,29,42,44,3,7,0.000200
2,3,10,19,38,5,9,0.000200
4,12,21,26,43,1,9,0.000200
7,11,15,34,47,2,9,0.000200
16,28,35,36,44,5,10,0.000200
9,19,27,35,38,6,11,0.000200
7,24,32,36,38,4,8,0.000200
2,6,23,32,33,2,11,0.000200
3,5,38,39,48,3,7,0.000200
1,11,20,28,34,4,10,0.000200
2,3,12,20,25,5,8,0.000200
13,41,43,46,49,10,12,0.000200
3,18,20,35,45,8,9,0.000200
2,22,31,32,49,4,8,0.000200
21,23,29,33,38,3,8,0.000200
5,13,44,46,50,8,9,0.000200
1,3,11,19,20,2,5,0.000200
1,2,23,39,49,6,10,0.000200
18,21,31,34,43,1,7,0.000200
6,7,30,40,50,2,11,0.000200
4,20,27,43,44,7,11,0.000200
5,7,33,42,48,2,12,0.000200
10,14,20,38,50,1,3,0.000200
5,9,34,36,37,3,6,0.000200
5,17,25,37,43,1,2,0.000200
28,37,38,46,48,6,10,0.000200
3,6,13,36,44,5,7,0.000200
5,26,32,39,49,2,9,0.000200
2,17,19,40,44,8,12,0.000200
1,2,15,40,42,4,7,0.000200
8,10,20,29,46,4,11,0.000200
3,9,24,35,42,2,6,0.000200
1,5,30,38,43,7,11,0.000200
7,14,20,22,31,2,4,0.000200
5,23,29,34,44,3,8,0.000200
2,13,18,25,38,7,8,0.000200
3,9,14,26,49,3,4,0.000200
2,9,12,16,36,7,11,0.000200
18,31,33,35,40,10,12,0.000200
10,35,37,39,45,5,9,0.000200
4,26,29,36,41,4,7,0.000200
25,36,44,47,49,5,7,0.000200
10,12,13,18,42,4,10,0.000200
1,19,23,29,30,1,6,0.000200
16,20,31,34,42,8,11,0.000200
3,20,25,28,49,4,7,0.000200
12,13,20,23,26,3,5,0.000200
21,23,30,33,37,5,8,0.000200
18,22,38,43,50,3,7,0.000200
8,9,17,28,35,1,7,0.000200
5,18,42,45,50,2,4,0.000200
20,29,41,42,44,5,9,0.000200
5,18,29,41,47,1,9,0.000200
17,20,21,25,30,2,6,0.000200
9,12,17,42,43,3,5,0.000200
4,7,33,40,46,2,9,0.000200
3,15,33,38,48,4,7,0.000200
14,18,19,22,39,2,9,0.000200
7,16,24,42,45,4,11,0.000200
11,20,31,35,40,2,7,0.000200
3,9,15,29,38,1,3,0.000200
2,6,26,28,34,5,8,0.000200
1,29,32,37,44,3,11,0.000200
3,9,24,35,49,7,8,0.000200
8,12,14,18,50,2,11,0.000200
5,12,16,28,47,3,6,0.000200
9,10,11,12,14,4,9,0.000200
8,29,36,41,48,8,11,0.000200
19,30,42,43,44,2,4,0.000200
9,26,29,42,48,1,7,0.000200
8,16,21,35,36,4,10,0.000200
5,16,20,25,42,3,12,0.000200
8,13,20,32,34,8,10,0.000200
1,20,34,39,50,4,5,0.000200
1,10,19,22,24,4,9,0.000200
1,11,25,38,43,9,10,0.000200
10,21,24,28,43,5,9,0.000200
5,8,29,33,40,4,11,0.000200
15,25,37,48,50,1,3,0.000200
4,6,19,38,44,3,9,0.000200
2,16,18,35,41,2,10,0.000200
6,26,30,36,44,3,6,0.000200
19,22,29,38,48,9,10,0.000200
17,20,29,30,47,6,9,0.000200
1,11,18,47,48,3,6,0.000200
1,4,13,35,45,2,7,0.000200
1,7,17,38,44,10,12,0.000200
13,20,29,35,40,4,9,0.000200
7,14,17,18,29,7,8,0.000200
1,6,12,13,18,2,6,0.000200
3,4,15,25,38,4,5,0.000200
4,16,23,28,37,6,10,0.000200
13,34,37,47,50,1,3,0.000200
8,11,13,41,50,3,8,0.000200
2,6,28,29,36,3,8,0.000200
1,11,13,24,30,3,9,0.000200
8,16,17,29,31,3,4,0.000200
5,11,20,37,47,4,5,0.000200
8,11,14,17,36,5,12,0.000200
14,16,18,38,46,10,12,0.000200
27,35,45,46,47,5,9,0.000200
1,19,33,36,45,5,7,0.000200
2,9,10,31,38,2,5,0.000200
13,19,30,37,45,7,9,0.000200
16,20,33,39,46,2,6,0.000200
1,3,5,20,21,2,3,0.000200
1,5,13,29,30,4,9,0.000200
1,10,15,25,42,1,9,0.000200
28,30,42,44,45,1,2,0.000200
11,27,28,43,47,3,5,0.000200
5,10,23,42,50,6,8,0.000200
6,15,16,28,37,7,8,0.000200
4,7,11,19,32,1,9,0.000200
21,24,38,43,48,6,9,0.000200
1,2,21,34,47,9,12,0.000200
6,13,15,27,48,3,6,0.000200
18,26,27,33,50,3,10,0.000200
1,29,35,43,46,1,8,0.000200
8,15,20,23,33,6,9,0.000200
14,16,17,31,40,3,6,0.000200
5,13,18,45,49,3,9,0.000200
13,19,30,35,40,1,3,0.000200
9,18,19,42,43,2,11,0.000200
1,5,19,33,37,2,10,0.000200
2,8,19,28,33,8,9,0.000200
5,23,33,43,45,9,10,0.000200
6,13,21,27,39,2,3,0.000200
22,33,35,40,49,3,5,0.000200
7,13,43,45,49,4,9,0.000200
6,14,17,27,32,1,7,0.000200
4,30,33,46,48,5,7,0.000200
2,5,31,42,44,4,10,0.000200
2,3,5,23,37,4,6,0.000200
6,21,24,30,33,8,12,0.000200
9,13,25,34,37,3,7,0.000200
4,6,39,43,49,4,6,0.000200
5,10,12,15,18,8,11,0.000200
4,24,25,26,35,4,12,0.000200
20,23,26,32,42,1,5,0.000200
4,15,22,39,40,3,10,0.000200
9,15,20,28,46,2,8,0.000200
13,28,30,34,35,1,12,0.000200
21,27,36,39,46,4,9,0.000200
7,9,23,47,50,1,5,0.000200
19,28,35,42,47,4,8,0.000200
9,42,44,46,49,6,9,0.000200
6,12,42,44,48,2,11,0.000200
16,17,37,38,42,1,6,0.000200
2,22,34,39,46,4,6,0.000200
4,16,21,22,42,2,8,0.000200
36,37,40,44,50,7,12,0.000200
1,10,11,17,37,6,10,0.000200
3,20,21,25,27,5,12,0.000200
13,21,28,33,46,2,10,0.000200
21,23,38,46,49,3,11,0.000200
19,21,27,37,50,4,5,0.000200
1,27,38,40,46,2,4,0.000200
1,9,20,47,50,6,9,0.000200
17,22,31,39,47,1,6,0.000200
12,22,30,35,38,3,12,0.000200
7,9,16,28,37,1,7,0.000200
19,35,36,43,44,4,8,0.000200
2,7,12,13,34,6,7,0.000200
1,17,25,29,44,10,11,0.000200
9,12,21,26,45,5,9,0.000200
5,10,20,21,47,5,10,0.000200
17,20,31,37,49,1,3,0.000200
10,14,18,29,45,8,12,0.000200
16,21,30,41,42,1,8,0.000200
17,19,20,30,37,10,11,0.000200
5,13,21,23,30,1,7,0.000200
7,13,15,34,40,7,9,0.000200
23,25,31,35,47,3,12,0.000200
11,18,20,38,47,3,7,0.000200
11,13,27,43,47,5,7,0.000200
12,15,33,37,39,7,8,0.000200
16,18,34,36,50,5,8,0.000200
1,15,39,40,44,7,8,0.000200
15,22,25,38,41,4,9,0.000200
5,17,22,34,46,4,8,0.000200
5,11,15,20,21,2,9,0.000200
2,14,24,33,43,4,10,0.000200
3,6,7,31,32,3,4,0.000200
5,6,18,30,48,1,2,0.000200
30,38,44,45,46,4,9,0.000200
14,18,22,41,43,1,9,0.000200
2,14,30,38,41,2,4,0.000200
13,16,35,48,50,7,8,0.000200
12,36,43,45,46,1,4,0.000200
11,16,31,36,41,3,8,0.000200
6,7,30,34,42,3,5,0.000200
26,33,39,45,50,3,10,0.000200
15,25,28,45,49,6,11,0.000200
11,15,19,38,49,5,11,0.000200
13,38,43,47,50,3,5,0.000200
7,9,14,44,45,2,9,0.000200
2,9,46,48,50,3,5,0.000200
6,13,24,41,49,1,6,0.000200
17,24,42,43,50,2,3,0.000200
2,8,11,21,37,4,5,0.000200
13,19,25,27,46,2,5,0.000200
5,13,43,44,45,9,11,0.000200
21,29,31,37,50,7,9,0.000200
21,39,41,44,45,5,8,0.000200
6,14,33,42,50,3,4,0.000200
1,7,9,12,20,4,7,0.000200
4,10,21,24,42,7,9,0.000200
6,12,31,42,44,3,6,0.000200
4,37,38,43,50,4,11,0.000200
2,10,15,26,46,3,5,0.000200
12,38,44,45,47,1,5,0.000200
5,15,27,37,38,5,12,0.000200
15,25,28,32,38,2,6,0.000200
5,11,12,38,48,2,7,0.000200
8,9,34,43,44,6,8,0.000200
8,9,22,38,42,5,8,0.000200
1,3,15,16,36,4,11,0.000200
20,29,30,35,49,1,11,0.000200
4,21,29,34,44,3,7,0.000200
3,34,40,47,49,7,12,0.000200
1,16,20,26,41,4,8,0.000200
11,20,25,27,46,1,7,0.000200
11,14,26,40,49,3,11,0.000200
7,10,31,39,46,3,4,0.000200
25,26,35,39,50,3,5,0.000200
7,24,31,33,36,2,6,0.000200
32,33,44,45,50,2,11,0.000200
3,19,24,29,42,2,7,0.000200
7,21,29,39,50,3,8,0.000200
27,29,30,36,49,4,12,0.000200
4,14,18,33,44,2,3,0.000200
2,14,15,33,48,4,8,0.000200
2,7,32,42,44,1,4,0.000200
17,24,31,32,41,1,4,0.000200
1,29,42,45,48,2,5,0.000200
5,38,42,47,50,5,6,0.000200
3,4,7,19,36,2,8,0.000200
3,7,15,36,45,8,11,0.000200
12,23,33,36,41,8,12,0.000200
9,12,23,42,48,1,5,0.000200
21,27,34,39,44,1,3,0.000200
5,34,35,38,42,7,11,0.000200
3,6,19,30,48,5,10,0.000200
5,11,18,20,38,2,8,0.000200
7,13,30,35,42,5,10,0.000200
22,25,29,42,44,6,10,0.000200
5,14,20,40,41,6,9,0.000200
3,18,24,41,48,4,7,0.000200
28,36,38,39,43,2,5,0.000200
2,31,36,43,50,5,6,0.000200
1,14,15,21,39,1,3,0.000200
1,2,9,32,50,7,9,0.000200
7,14,32,38,50,3,5,0.000200
16,24,37,44,45,1,7,0.000200
3,12,17,22,29,4,8,0.000200
1,13,14,30,35,8,10,0.000200
9,16,21,35,50,2,7,0.000200
13,35,36,44,50,2,9,0.000200
25,28,34,38,43,6,12,0.000200
7,14,16,17,31,1,8,0.000200
1,3,10,32,44,3,7,0.000200
2,8,21,24,29,3,8,0.000200
6,10,15,28,34,3,5,0.000200
12,18,29,33,45,9,11,0.000200
2,4,11,36,41,9,11,0.000200
12,24,36,40,48,4,5,0.000200
20,22,38,40,50,1,9,0.000200
2,4,21,33,50,4,6,0.000200
2,9,18,22,40,6,10,0.000200
1,22,26,34,47,1,2,0.000200
1,12,30,31,33,8,12,0.000200
1,7,11,34,45,4,8,0.000200
2,13,25,38,47,5,10,0.000200
15,16,28,38,39,7,8,0.000200
1,2,25,32,40,8,10,0.000200
5,7,19,28,38,4,8,0.000200
5,8,31,45,46,3,5,0.000200
17,23,31,40,41,5,12,0.000200
15,19,25,28,30,6,10,0.000200
8,27,34,44,50,3,8,0.000200
2,10,19,26,31,4,8,0.000200
4,15,16,17,40,10,12,0.000200
1,26,28,32,39,1,5,0.000200
17,24,29,43,49,1,8,0.000200
6,25,30,38,44,2,5,0.000200
12,13,14,34,44,6,9,0.000200
3,11,15,21,36,4,9,0.000200
1,5,14,20,26,2,6,0.000200
16,20,22,37,47,2,6,0.000200
12,17,30,42,44,6,9,0.000200
11,25,28,36,38,1,11,0.000200
6,9,24,28,43,8,9,0.000200
3,4,9,11,16,10,12,0.000200
4,7,13,19,42,1,9,0.000200
3,13,25,40,42,6,7,0.000200
5,6,8,10,46,2,7,0.000200
3,23,29,32,34,7,9,0.000200
10,18,24,26,36,10,11,0.000200
20,23,29,32,43,1,4,0.000200
7,12,18,32,44,5,8,0.000200
2,4,22,27,48,4,12,0.000200
2,8,30,33,48,6,9,0.000200
4,9,10,23,45,8,10,0.000200
10,17,21,23,27,2,10,0.000200
1,4,6,12,13,10,11,0.000200
4,14,30,39,48,7,11,0.000200
1,5,6,16,22,3,7,0.000200
6,20,27,47,50,5,10,0.000200
3,5,14,38,46,1,8,0.000200
2,14,15,23,40,9,12,0.000200
27,35,41,43,50,2,3,0.000200
5,13,19,33,46,8,10,0.000200
7,17,19,41,47,1,2,0.000200
1,12,18,19,27,2,6,0.000200
9,25,39,43,45,8,10,0.000200
2,9,19,43,49,7,11,0.000200
1,4,7,34,35,4,12,0.000200
2,3,19,29,35,3,8,0.000200
3,5,21,35,47,4,8,0.000200
15,24,29,34,47,3,7,0.000200
10,12,15,38,41,3,7,0.000200
1,18,20,34,39,2,9,0.000200
1,21,25,27,37,7,8,0.000200
2,9,19,21,29,2,11,0.000200
25,30,35,41,47,9,10,0.000200
13,18,21,30,48,5,10,0.000200
12,24,27,29,49,2,4,0.000200
3,10,21,37,40,3,5,0.000200
18,23,24,38,40,3,11,0.000200
6,11,12,24,34,2,9,0.000200
6,11,20,26,39,4,7,0.000200
12,26,29,35,40,3,7,0.000200
15,20,21,36,50,1,2,0.000200
3,9,14,27,45,10,12,0.000200
13,26,28,43,47,3,8,0.000200
7,30,31,37,48,2,6,0.000200
5,22,25,45,47,1,3,0.000200
14,27,29,44,49,3,4,0.000200
4,12,13,14,23,4,6,0.000200
8,18,22,26,29,9,11,0.000200
2,5,32,41,45,2,4,0.000200
6,18,25,40,45,5,7,0.000200
20,24,28,40,45,2,3,0.000200
2,5,8,22,27,6,10,0.000200
4,5,41,47,48,2,10,0.000200
22,23,37,39,45,11,12,0.000200
17,18,32,35,45,9,10,0.000200
2,9,26,34,45,1,11,0.000200
21,26,31,35,45,6,8,0.000200
11,12,30,34,35,1,6,0.000200
3,22,24,34,46,6,11,0.000200
5,8,10,34,42,1,9,0.000200
3,19,25,26,49,2,11,0.000200
12,15,32,34,45,1,2,0.000200
18,25,27,37,42,6,10,0.000200
16,24,25,35,43,2,5,0.000200
10,13,31,37,41,4,11,0.000200
5,18,28,30,38,2,5,0.000200
12,15,16,27,40,10,11,0.000200
3,13,25,34,44,8,10,0.000200
14,26,32,40,49,1,2,0.000200
4,21,43,44,49,3,11,0.000200
5,8,15,18,27,3,4,0.000200
10,12,28,43,44,2,5,0.000200
2,24,30,32,49,3,9,0.000200
23,36,43,44,45,7,9,0.000200
10,11,22,34,37,3,11,0.000200
19,28,31,40,41,6,10,0.000200
8,26,33,40,50,7,12,0.000200
10,24,28,38,45,7,11,0.000200
17,18,29,31,40,6,11,0.000200
1,6,12,15,26,1,9,0.000200
9,17,20,27,34,4,11,0.000200
18,40,44,46,49,5,9,0.000200
7,15,22,32,41,1,8,0.000200
8,23,41,43,49,3,9,0.000200
4,15,16,21,39,3,8,0.000200
3,19,20,26,28,8,10,0.000200
4,16,30,32,45,2,9,0.000200
19,22,30,39,41,7,9,0.000200
23,29,31,38,42,7,12,0.000200
5,16,22,27,38,8,9,0.000200
7,39,43,44,48,3,9,0.000200
16,26,28,39,48,3,6,0.000200
16,29,34,38,40,1,12,0.000200
11,23,32,44,48,1,8,0.000200
9,13,18,41,43,3,7,0.000200
2,8,19,28,35,7,10,0.000200
10,12,15,26,49,9,11,0.000200
8,19,32,38,39,7,8,0.000200
25,28,31,43,47,1,3,0.000200
14,16,28,34,43,1,4,0.000200
3,10,21,23,37,2,8,0.000200
2,8,23,33,45,1,4,0.000200
1,7,16,25,35,7,8,0.000200
3,4,21,26,29,9,12,0.000200
11,16,20,27,35,2,6,0.000200
1,10,12,19,21,4,10,0.000200
5,14,17,37,49,3,8,0.000200
1,17,24,37,47,5,10,0.000200
4,17,30,36,37,2,8,0.000200
4,21,31,32,42,1,7,0.000200
8,11,14,35,43,4,9,0.000200
17,20,26,30,49,4,11,0.000200
11,15,25,46,50,2,8,0.000200
3,7,35,47,49,4,10,0.000200
1,16,20,23,34,2,6,0.000200
23,26,35,42,45,2,9,0.000200
6,18,39,40,48,1,5,0.000200
15,28,37,38,50,6,11,0.000200
16,30,33,46,50,8,9,0.000200
11,13,36,46,49,3,10,0.000200
7,9,11,13,24,1,7,0.000200
20,26,37,38,50,1,9,0.000200
7,25,26,45,50,4,7,0.000200
7,20,23,31,41,2,7,0.000200
5,11,14,31,45,2,12,0.000200
5,12,14,24,40,1,11,0.000200
11,16,18,23,43,3,6,0.000200
1,16,18,23,38,2,12,0.000200
7,8,18,25,28,7,9,0.000200
7,10,20,41,42,4,5,0.000200
3,10,35,44,45,9,12,0.000200
2,9,26,43,47,7,8,0.000200
3,21,27,28,40,3,11,0.000200
2,4,12,28,42,4,7,0.000200
1,15,28,38,39,1,3,0.000200
20,21,23,30,45,1,3,0.000200
8,18,24,36,45,5,10,0.000200
5,10,19,33,50,5,8,0.000200
7,25,36,38,39,3,5,0.000200
5,15,18,23,25,1,5,0.000200
10,14,18,34,49,4,8,0.000200
3,10,11,21,24,3,7,0.000200
4,19,20,35,36,2,5,0.000200
4,14,24,25,30,7,12,0.000200
